Country,Player,Mins,Gls,Ast,PK,PKatt,Shots,SoT,CrdY,CrdR,GA,Saves,Total 90s,Gls_per_90,Ast_per_90,Shots_per_90,SoT_per_90,CrdY_per_90,CrdR_per_90,GA_per_90,Saves_per_90
Japan,Kashif Bangunagande,58,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.6444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Keisuke Ōsako,605,0,0,0,0,0.0,0.0,0,0,4.0,0.0,6.722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.5950413223140496,0.0
Japan,Keito Nakamura,903,8,1,0,0,12.0,2.0,1,0,0.0,0.0,10.033333333333333,0.7973421926910299,0.09966777408637874,1.196013289036545,0.19933554817275748,0.09966777408637874,0.0,0.0,0.0
Japan,Ken Matsubara,90,0,2,0,0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Kensuke Nagai,192,1,1,0,0,0.0,0.0,0,0,0.0,0.0,2.1333333333333333,0.46875,0.46875,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Kento Hashimoto,486,1,0,0,0,0.0,0.0,2,0,0.0,0.0,5.4,0.18518518518518517,0.0,0.0,0.0,0.37037037037037035,0.0,0.0,0.0
Japan,Ko Itakura,2752,2,1,0,0,12.0,3.0,5,0,0.0,0.0,30.57777777777778,0.06540697674418604,0.03270348837209302,0.39244186046511625,0.09811046511627906,0.1635174418604651,0.0,0.0,0.0
Japan,Kodai Sano,30,0,0,0,0,2.0,2.0,0,0,0.0,0.0,0.3333333333333333,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0
Japan,Koji Miyoshi,96,0,0,0,0,0.0,0.0,1,0,0.0,0.0,1.0666666666666667,0.0,0.0,0.0,0.0,0.9375,0.0,0.0,0.0
Japan,Koki Anzai,79,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.8777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Koki Machida,1166,0,1,0,0,2.0,0.0,1,0,0.0,0.0,12.955555555555556,0.0,0.07718696397941681,0.15437392795883362,0.0,0.07718696397941681,0.0,0.0,0.0
Japan,Koki Ogawa,482,6,1,0,0,10.0,6.0,1,0,0.0,0.0,5.355555555555555,1.120331950207469,0.18672199170124482,1.8672199170124482,1.120331950207469,0.18672199170124482,0.0,0.0,0.0
Japan,Koki Saito,25,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Kosei Tani,105,0,0,0,0,0.0,0.0,0,0,1.0,2.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.7142857142857142
Japan,Kosuke Nakamura,134,0,0,0,0,0.0,0.0,0,0,1.0,0.0,1.488888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.6716417910447761,0.0
Japan,Kota Tawaratsumida,76,0,0,0,0,1.0,0.0,0,0,0.0,0.0,0.8444444444444444,0.0,0.0,1.1842105263157894,0.0,0.0,0.0,0.0,0.0
