Country,Player,Mins,Gls,Ast,PK,PKatt,Shots,SoT,TklW,CrdY,CrdR,GA,Saves,Total 90s,Gls_per_90,Ast_per_90,Shots_per_90,SoT_per_90,CrdY_per_90,CrdR_per_90,GA_per_90,Saves_per_90
United States,Mark McKenzie,744,0,0,0,0,0.0,0.0,0.0,0,0,13.0,0.0,8.266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.5725806451612903,0.0
United States,Marlon Fossey,90,0,0,0,0,0.0,0.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
United States,Matko Miljevic,109,1,1,0,1,0.0,0.0,0.0,1,0,1.0,0.0,1.211111111111111,0.8256880733944955,0.8256880733944955,0.0,0.0,0.8256880733944955,0.0,0.8256880733944955,0.0
United States,Matt Freese,990,0,0,0,0,0.0,0.0,0.0,1,0,12.0,16.0,11.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,1.0909090909090908,1.4545454545454546
United States,Matt Miazga,342,0,0,0,0,4.0,2.0,3.0,1,0,5.0,0.0,3.8,0.0,0.0,1.0526315789473684,0.5263157894736842,0.2631578947368421,0.0,1.3157894736842106,0.0
United States,Matt Turner,2985,0,0,0,0,0.0,0.0,0.0,1,0,33.0,26.0,33.166666666666664,0.0,0.0,0.0,0.0,0.030150753768844223,0.0,0.9949748743718594,0.7839195979899498
United States,Matthew Hoppe,152,0,0,0,0,0.0,0.0,2.0,0,0,3.0,0.0,1.6888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,1.7763157894736843,0.0
United States,Max Arfsten,887,1,4,0,0,7.0,4.0,2.0,0,0,16.0,0.0,9.855555555555556,0.10146561443066515,0.4058624577226606,0.7102593010146561,0.4058624577226606,0.0,0.0,1.6234498308906424,0.0
United States,Miles Robinson,1929,0,0,0,0,1.0,0.0,3.0,6,1,18.0,0.0,21.433333333333334,0.0,0.0,0.04665629860031104,0.0,0.27993779160186627,0.04665629860031104,0.8398133748055987,0.0
United States,Nathan Harriel,123,0,0,0,0,0.0,0.0,0.0,1,0,6.0,0.0,1.3666666666666667,0.0,0.0,0.0,0.0,0.7317073170731707,0.0,4.390243902439025,0.0
United States,Patrick Agyemang,701,4,0,0,0,18.0,8.0,1.0,1,0,13.0,0.0,7.788888888888889,0.5135520684736091,0.0,2.3109843081312413,1.0271041369472182,0.12838801711840228,0.0,1.6690442225392297,0.0
United States,Patrick Schulte,180,0,0,0,0,0.0,0.0,0.0,0,0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0
United States,Paul Arriola,352,1,1,0,0,0.0,0.0,0.0,0,0,7.0,0.0,3.911111111111111,0.2556818181818182,0.2556818181818182,0.0,0.0,0.0,0.0,1.7897727272727273,0.0
United States,Paxten Aaronson,146,0,0,0,0,1.0,0.0,1.0,0,0,5.0,0.0,1.6222222222222222,0.0,0.0,0.6164383561643836,0.0,0.0,0.0,3.0821917808219177,0.0
