Country,Date,Player,Mins,Pos,Gls,Ast,PK,PKatt,Shots,SoT,CrdY,CrdR,GA,Saves,Save%,Pk SO scorer,GK PK SO saves
England,2021-07-11,Mason Mount,98,AM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-07-11,Jack Grealish,22,LW,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
England,2021-07-11,Raheem Sterling,120,"AM,LW,RW",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-07-11,Declan Rice,73,"CM,DM",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-07-11,Jordan Henderson,46,DM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-07-11,Marcus Rashford,1,"DM,RB",0,0,0,0,0,0,0,0,NA,NA,NA,0,NA
England,2021-07-11,Kalvin Phillips,120,"CM,DM",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
England,2021-07-11,Luke Shaw,120,"WB,LB",1,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
England,2021-07-11,Kieran Trippier,70,WB,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-07-11,Bukayo Saka,50,"RW,AM,DM",0,0,0,0,0,0,0,0,NA,NA,NA,0,NA
England,2021-07-11,Harry Maguire,120,CB,0,0,0,0,1,0,1,0,NA,NA,NA,1,NA
England,2021-07-11,John Stones,120,CB,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
England,2021-07-11,Kyle Walker,119,"CB,RB",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-07-11,Jadon Sancho,1,"RW,RB",0,0,0,0,0,0,0,0,NA,NA,NA,0,NA
England,2021-07-11,Jordan Pickford,120,GK,0,0,0,0,0,0,0,0,1,5,83.3,NA,0
England,2021-09-02,Harry Kane,90,FW,1,0,0,0,5,4,0,0,NA,NA,NA,NA,NA
England,2021-09-02,Jack Grealish,87,AM,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-09-02,Bukayo Saka,3,"DF,FW",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-09-02,Mason Mount,83,AM,0,1,0,0,2,0,0,0,NA,NA,NA,NA,NA
England,2021-09-02,Jesse Lingard,7,"FW,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-09-02,Raheem Sterling,90,AM,1,1,0,0,2,2,1,0,NA,NA,NA,NA,NA
England,2021-09-02,Declan Rice,87,DM,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA
England,2021-09-02,Jordan Henderson,3,MF,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-09-02,Kalvin Phillips,90,DM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-09-02,Luke Shaw,90,LB,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-09-02,Harry Maguire,90,CB,1,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
