Country,Date,Player,Mins,Pos,Gls,Ast,PKwon,PK,PKatt,Shots,SoT,TklW,CrdY,CrdR,OG,GA,Saves,Save%,Pk SO scorer,GK PK SO saves
Egypt,2022-03-29,Amro El Soulia,120,CM,0,0,,0,0,,,,0,0,0,1,NA,NA,1,NA
Egypt,2022-03-29,Mohamed Elneny,69,CM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-03-29,Nabil Dunga,51,MF,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA
Egypt,2022-03-29,Hamdy Fathy,117,DM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-03-29,Mahmoud Alaa,3,DF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-03-29,Ahmed Aboul-Fotouh,120,LB,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA
Egypt,2022-03-29,Yasser Ibrahim,120,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-03-29,Ramy Rabia,28,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-03-29,Ayman Ashraf,92,DF,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA
Egypt,2022-03-29,Omar Gaber,35,RB,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA
Egypt,2022-03-29,Emam Ashour,85,MF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-03-29,Mohamed El-Shenawy,120,GK,0,0,,0,0,,,,0,0,0,1,,,NA,0
Egypt,2022-06-05,Omar Marmoush,73,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-06-05,Ibrahim Adel,17,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-06-05,Ahmed Sayed,65,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-06-05,Mostafa Mohamed,25,FW,1,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-06-05,Mohamed Salah,90,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-06-05,Amro El Soulia,90,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-06-05,Emam Ashour,73,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-06-05,Afsha,17,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-06-05,Hamdy Fathy,90,DM,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA
Egypt,2022-06-05,Ayman Ashraf,90,LB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-06-05,El Wensh,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-06-05,Yasser Ibrahim,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-06-05,Omar Gaber,90,RB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-06-05,Gabaski,90,GK,0,0,,0,0,,,,0,0,0,0,,,NA,0
Egypt,2022-06-09,Mostafa Mohamed,86,FW,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA
Egypt,2022-06-09,Ahmed Atef,4,FW,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA
Egypt,2022-06-09,Ahmed Sayed,90,FW,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA
Egypt,2022-06-09,Omar Marmoush,86,FW,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA
Egypt,2022-06-09,Ahmed Refaat,4,MF,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA
Egypt,2022-06-09,Afsha,40,CM,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA
Egypt,2022-06-09,Ibrahim Adel,50,MF,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA
Egypt,2022-06-09,Emam Ashour,90,CM,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA
Egypt,2022-06-09,Amro El Soulia,41,DM,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA
Egypt,2022-06-09,Mohanad Lasheen,49,MF,0,0,,0,0,,,,1,0,0,2,NA,NA,NA,NA
Egypt,2022-06-09,Ayman Ashraf,40,LB,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA
Egypt,2022-06-09,Omar Kamal,50,MF,0,0,,0,0,,,,1,0,0,2,NA,NA,NA,NA
Egypt,2022-06-09,El Wensh,90,CB,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA
Egypt,2022-06-09,Mahmoud Alaa,90,CB,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA
Egypt,2022-06-09,Omar Gaber,90,RB,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA
Egypt,2022-06-09,Gabaski,90,GK,0,0,,0,0,,,,0,0,0,2,,,NA,0
Egypt,2022-09-23,Mostafa Mohamed,73,FW,1,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,Koka,17,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,Omar Marmoush,73,FW,0,1,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,Trézéguet,17,"FW,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,Mohamed Salah,90,FW,2,0,,1,1,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,Mahmoud Hamada,90,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,Ahmed Sayed,45,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,Emam Ashour,45,MF,0,1,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,Tarek Hamed,67,DM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,Hamdy Fathy,23,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,Mohamed Hamdy,67,LB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,Ahmed Aboul-Fotouh,23,DF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,El Wensh,45,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,Mohamed Abdelmoneim,45,DF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,Ahmed Hegazi,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,Omar Gaber,90,RB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2022-09-23,Mohamed El-Shenawy,90,GK,0,0,,0,0,,,,0,0,0,0,,,NA,0
Egypt,2022-11-18,Mostafa Mohamed,71,FW,1,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-11-18,Ahmed Sayed,19,MF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-11-18,Trézéguet,87,FW,1,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-11-18,Taher Mohamed,3,FW,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-11-18,Mohamed Salah,87,FW,0,1,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-11-18,Koka,3,FW,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-11-18,Mahmoud Hamada,87,CM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-11-18,Emam Ashour,3,MF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-11-18,Mohamed Elneny,90,CM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-11-18,Tarek Hamed,90,DM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-11-18,Mohamed Hamdy,90,LB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-11-18,Ahmed Hegazi,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-11-18,Ali Gabr,76,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2022-11-18,Osama Galal,14,DF,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA
Egypt,2022-11-18,Akram Tawfik,90,RB,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA
Egypt,2022-11-18,Mohamed El-Shenawy,90,GK,0,0,,0,0,,,,0,0,0,1,,,NA,0
Egypt,2023-03-24,Mostafa Mohamed,86,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-03-24,Kahraba,4,"FW,MF",0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA
Egypt,2023-03-24,Omar Marmoush,80,FW,1,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-03-24,Ahmed Abdelkader,10,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-03-24,Mohamed Salah,90,FW,1,1,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-03-24,Mahmoud Hamada,67,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-03-24,Emam Ashour,23,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-03-24,Ahmed Sayed,86,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-03-24,Marwan Attia,4,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-03-24,Tarek Hamed,80,DM,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA
Egypt,2023-03-24,Hamdy Fathy,10,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-03-24,Mohamed Hamdy,90,LB,0,1,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-03-24,Mohamed Abdelmoneim,90,CB,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA
Egypt,2023-03-24,Ahmed Hegazi,90,CB,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA
Egypt,2023-03-24,Mohamed Hany,90,RB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-03-24,Mohamed El-Shenawy,90,GK,0,0,,0,0,,,,0,0,0,0,,,NA,0
Egypt,2023-03-28,Mostafa Mohamed,90,FW,0,1,,0,0,,,,0,0,0,,NA,NA,NA,NA
Egypt,2023-03-28,Omar Marmoush,69,FW,1,0,,0,0,,,,1,0,0,,NA,NA,NA,NA
Egypt,2023-03-28,Emam Ashour,21,MF,0,0,,0,0,,,,0,0,0,,NA,NA,NA,NA
Egypt,2023-03-28,Mohamed Salah,75,FW,1,1,,0,0,,,,0,0,0,,NA,NA,NA,NA
Egypt,2023-03-28,Koka,15,FW,0,0,,0,0,,,,0,0,0,,NA,NA,NA,NA
Egypt,2023-03-28,Mahmoud Hamada,69,CM,0,0,,0,0,,,,0,0,0,,NA,NA,NA,NA
Egypt,2023-03-28,Hamdy Fathy,21,MF,0,0,,0,0,,,,0,0,0,,NA,NA,NA,NA
Egypt,2023-03-28,Ahmed Sayed,56,CM,1,0,,0,0,,,,0,0,0,,NA,NA,NA,NA
Egypt,2023-03-28,Mostafa Fathi,34,MF,0,0,,0,0,,,,0,0,0,,NA,NA,NA,NA
Egypt,2023-03-28,Tarek Hamed,90,DM,1,0,,0,0,,,,0,0,0,,NA,NA,NA,NA
Egypt,2023-03-28,Mohamed Hamdy,90,LB,0,0,,0,0,,,,0,0,0,,NA,NA,NA,NA
Egypt,2023-03-28,Mohamed Abdelmoneim,90,CB,0,0,,0,0,,,,0,0,0,,NA,NA,NA,NA
Egypt,2023-03-28,Ahmed Hegazi,90,CB,0,0,,0,0,,,,0,0,0,,NA,NA,NA,NA
Egypt,2023-03-28,Mohamed Hany,90,RB,0,1,,0,0,,,,0,0,0,,NA,NA,NA,NA
Egypt,2023-03-28,Mohamed El-Shenawy,45,GK,0,0,,0,0,,,,0,0,0,,,,NA,0
Egypt,2023-03-28,Mohamed Sobhy,45,GK,0,0,,0,0,,,,0,0,0,,,,NA,0
Egypt,2023-06-14,Mostafa Mohamed,89,FW,1,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-06-14,Kahraba,1,"FW,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-06-14,Omar Marmoush,9,FW,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-06-14,Trézéguet,81,"FW,MF",1,1,,0,0,,,,1,0,0,1,NA,NA,NA,NA
Egypt,2023-06-14,Mohamed Salah,90,FW,0,1,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-06-14,Mahmoud Hamada,66,CM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-06-14,Hamdy Fathy,24,MF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-06-14,Ahmed Sayed,89,CM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-06-14,Mostafa Fathi,1,MF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-06-14,Marwan Attia,90,DM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-06-14,Mohamed Hamdy,90,LB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-06-14,Mohamed Abdelmoneim,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-06-14,Ali Gabr,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-06-14,Mohamed Hany,66,RB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-06-14,Ahmed Beckham,24,DF,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA
Egypt,2023-06-14,Mohamed El-Shenawy,90,GK,0,0,,0,0,,,,0,0,0,1,,,NA,0
Egypt,2023-06-18,Kahraba,61,FW,1,1,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Ahmed Yasser Rayan,29,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Trézéguet,76,FW,1,1,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Ghannam Mohamed,14,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Mostafa Fathi,90,FW,1,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Mahmoud Hamada,61,CM,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Hussein El Shahat,29,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Ahmed Sayed,45,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Mohamed Reda Bobo,45,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Mohanad Lasheen,90,DM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Ahmed Aboul-Fotouh,90,LB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Yasser Ibrahim,76,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Mahmoud Marei,14,DF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Ali Gabr,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Ahmed Beckham,45,RB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Hesham Salah,45,DF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-06-18,Mohamed Sobhy,90,GK,0,0,,0,0,,,,0,0,0,0,,,NA,0
Egypt,2023-09-08,Mostafa Mohamed,90,FW,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA
Egypt,2023-09-08,Omar Marmoush,66,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-09-08,Ibrahim Adel,24,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-09-08,Mostafa Fathi,76,FW,1,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-09-08,Ahmed Sayed,14,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-09-08,Mahmoud Hamada,90,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-09-08,Hamdy Fathy,89,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-09-08,Sam Morsy,1,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-09-08,Marwan Attia,66,DM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-09-08,Tarek Hamed,24,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-09-08,Mohamed Hamdy,89,LB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-09-08,Ahmed Aboul-Fotouh,1,DF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-09-08,Mohamed Abdelmoneim,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-09-08,Ali Gabr,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-09-08,Mohamed Hany,90,RB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-09-08,Mohamed El-Shenawy,90,GK,0,0,,0,0,,,,1,0,0,0,,,NA,0
Egypt,2023-09-12,Mostafa Mohamed,90,FW,0,0,,0,0,,,,1,0,0,3,NA,NA,NA,NA
Egypt,2023-09-12,Omar Marmoush,75,FW,0,0,,0,0,,,,1,0,0,3,NA,NA,NA,NA
Egypt,2023-09-12,Mohamed Hamdy,15,MF,0,0,,0,0,,,,0,0,0,3,NA,NA,NA,NA
Egypt,2023-09-12,Mohamed Salah,90,FW,0,0,,0,0,,,,0,0,0,3,NA,NA,NA,NA
Egypt,2023-09-12,Ahmed Sayed,62,CM,0,0,,0,0,,,,0,0,0,3,NA,NA,NA,NA
Egypt,2023-09-12,Mahmoud Hamada,28,MF,0,0,,0,0,,,,0,0,0,3,NA,NA,NA,NA
Egypt,2023-09-12,Hamdy Fathy,85,CM,0,0,,0,0,,,,0,0,1,3,NA,NA,NA,NA
Egypt,2023-09-12,Osama Faisal,5,FW,0,0,,0,0,,,,0,0,0,3,NA,NA,NA,NA
Egypt,2023-09-12,Tarek Hamed,62,DM,0,0,,0,0,,,,0,0,0,3,NA,NA,NA,NA
Egypt,2023-09-12,Mostafa Fathi,28,MF,0,0,,0,0,,,,0,0,0,3,NA,NA,NA,NA
Egypt,2023-09-12,Ahmed Beckham,90,LB,0,0,,0,0,,,,1,0,0,3,NA,NA,NA,NA
Egypt,2023-09-12,Hossam Abdelmegeed,85,CB,0,0,,0,0,,,,0,0,0,3,NA,NA,NA,NA
Egypt,2023-09-12,Sam Morsy,5,MF,0,0,,0,0,,,,0,0,0,3,NA,NA,NA,NA
Egypt,2023-09-12,Ali Gabr,90,CB,0,0,,0,0,,,,0,0,0,3,NA,NA,NA,NA
Egypt,2023-09-12,Omar Kamal,75,RB,1,0,,0,0,,,,0,0,0,3,NA,NA,NA,NA
Egypt,2023-09-12,Ibrahim Adel,15,MF,0,0,,0,0,,,,1,0,0,3,NA,NA,NA,NA
Egypt,2023-09-12,Gabaski,90,GK,0,0,,0,0,,,,0,0,0,3,,,NA,0
Egypt,2023-10-12,Mostafa Mohamed,90,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Trézéguet,77,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Omar Marmoush,13,"FW,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Mohamed Salah,89,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Mostafa Fathi,1,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Hamdy Fathy,90,CM,1,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Mohamed Elneny,45,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Ahmed Sayed,45,MF,0,1,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Tarek Hamed,64,DM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Marwan Attia,26,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Ahmed Aboul-Fotouh,64,LB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Mohamed Hamdy,26,DF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Mohamed Abdelmoneim,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Ali Gabr,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Mohamed Hany,77,RB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Omar Kamal,13,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-10-12,Mohamed El-Shenawy,90,GK,0,0,,0,0,,,,0,0,0,0,,,NA,0
Egypt,2023-10-16,Mostafa Mohamed,86,FW,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-10-16,Hussein El Shahat,4,MF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-10-16,Trézéguet,68,FW,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA
Egypt,2023-10-16,Omar Marmoush,22,"FW,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-10-16,Mohamed Salah,90,FW,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-10-16,Hamdy Fathy,86,CM,1,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA
Egypt,2023-10-16,Tarek Hamed,4,MF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-10-16,Ahmed Sayed,34,CM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-10-16,Omar Kamal,56,MF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-10-16,Mohamed Elneny,90,DM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-10-16,Mohamed Hamdy,90,LB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-10-16,Mohamed Abdelmoneim,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-10-16,Ali Gabr,68,CB,0,1,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-10-16,Yasser Ibrahim,22,DF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA
Egypt,2023-10-16,Mohamed Hany,25,RB,0,0,,0,0,,,,0,1,0,1,NA,NA,NA,NA
Egypt,2023-10-16,Mohamed El-Shenawy,90,GK,0,0,,0,0,,,,0,0,0,1,,,NA,0
Egypt,2023-11-16,Mostafa Mohamed,74,FW,1,1,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-16,Mohamed Sherif,16,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-16,Omar Marmoush,79,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-16,Mostafa Fathi,11,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-16,Mohamed Salah,90,FW,4,0,,1,1,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-16,Mohamed Elneny,90,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-16,Ahmed Sayed,61,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-16,Trézéguet,29,"FW,MF",1,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-16,Marwan Attia,60,DM,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA
Egypt,2023-11-16,Hamdy Fathy,30,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-16,Ahmed Aboul-Fotouh,90,LB,0,2,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-16,Mohamed Abdelmoneim,45,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-16,Ali Gabr,45,DF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-16,Ahmed Samy,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-16,Omar Kamal,90,RB,0,1,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-16,Mohamed El-Shenawy,90,GK,0,0,,0,0,,,,0,0,0,0,,,NA,0
Egypt,2023-11-19,Mostafa Mohamed,78,FW,0,1,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-19,Omar Marmoush,12,"FW,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-19,Trézéguet,86,FW,2,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-19,Mohamed Sherif,4,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-19,Mohamed Salah,90,FW,0,1,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-19,Hamdy Fathy,68,CM,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA
Egypt,2023-11-19,Mahmoud Hamada,22,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-19,Ahmed Sayed,68,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-19,Marwan Attia,22,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-19,Mohamed Elneny,90,DM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-19,Mohamed Hamdy,90,LB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-19,Mohamed Abdelmoneim,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-19,Ali Gabr,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-19,Mohamed Hany,85,RB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
Egypt,2023-11-19,Omar Kamal,5,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA
