Country,Date,Player,Mins,Pos,Gls,Ast,PKwon,PK,PKatt,Shots,SoT,TklW,CrdY,CrdR,OG,GA,Saves,Save%,PK Non SO Conceded,PK SO scorer,GK PK SO saves
Canada,2021-09-02,Steven Vitória,90,CB,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-02,Alistair Johnston,90,RB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-02,Milan Borjan,90,GK,0,0,,0,0,,,,0,0,0,1,,,0,NA,0
United States,2021-09-05,Jordan Pefok,82,FW,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA,NA
United States,2021-09-05,Konrad De La Fuente,8,FW,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
United States,2021-09-05,Christian Pulisic,90,FW,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
United States,2021-09-05,Brenden Aaronson,82,FW,1,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
United States,2021-09-05,Josh Sargent,8,"FW,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
United States,2021-09-05,Sebastian Lletget,82,CM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
United States,2021-09-05,Cristian Roldan,8,"FW,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
United States,2021-09-05,Kellyn Acosta,90,CM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
United States,2021-09-05,Tyler Adams,90,DM,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA,NA
United States,2021-09-05,Sergiño Dest,43,LB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
United States,2021-09-05,DeAndre Yedlin,47,"DF,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
United States,2021-09-05,John Brooks,90,CB,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA,NA
United States,2021-09-05,Miles Robinson,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
United States,2021-09-05,Antonee Robinson,90,RB,0,1,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
United States,2021-09-05,Matt Turner,90,GK,0,0,,0,0,,,,0,0,0,1,,,0,NA,0
Canada,2021-09-05,Cyle Larin,64,FW,1,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-05,Jonathan David,26,"FW,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-05,Alphonso Davies,75,FW,0,1,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-05,Jonathan Osorio,15,"FW,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-05,Junior Hoilett,64,FW,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-05,Tajon Buchanan,26,"DF,FW",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-05,Sam Adekugbe,90,LM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-05,Mark-Anthony Kaye,76,CM,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-05,Atiba Hutchinson,14,"DF,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-05,Stephen Eustáquio,90,CM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-05,Richie Laryea,90,RM,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-05,Scott Kennedy,57,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-05,Kamal Miller,33,DF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-05,Doneil Henry,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-05,Alistair Johnston,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-09-05,Milan Borjan,90,GK,0,0,,0,0,,,,0,0,0,1,,,0,NA,0
Canada,2021-09-08,Jonathan David,78,FW,1,1,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-09-08,Lucas Cavallini,12,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-09-08,Junior Hoilett,56,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-09-08,Sam Adekugbe,34,"DF,MF",0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA,NA
Canada,2021-09-08,Tajon Buchanan,90,FW,1,1,,0,0,,,,1,0,0,0,NA,NA,NA,NA,NA
Canada,2021-09-08,Richie Laryea,90,LM,0,1,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-09-08,Stephen Eustáquio,78,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-09-08,Samuel Piette,12,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-09-08,Atiba Hutchinson,69,CM,1,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-09-08,Mark-Anthony Kaye,21,"FW,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-09-08,Jonathan Osorio,69,RM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-09-08,David Wotherspoon,21,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-09-08,Kamal Miller,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-09-08,Steven Vitória,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-09-08,Alistair Johnston,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-09-08,Milan Borjan,90,GK,0,0,,0,0,,,,0,0,0,0,,,0,NA,0
Mexico,2021-10-07,Raúl Jiménez,90,FW,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Mexico,2021-10-07,Hirving Lozano,90,FW,0,1,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Mexico,2021-10-07,Jesús Corona,71,FW,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA,NA
Mexico,2021-10-07,Uriel Antuna,19,"FW,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Mexico,2021-10-07,Andrés Guardado,71,CM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Mexico,2021-10-07,Charly Rodríguez,19,MF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Mexico,2021-10-07,Héctor Herrera,79,CM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Mexico,2021-10-07,Luis Romo,11,"DF,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Mexico,2021-10-07,Edson Álvarez,90,DM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Mexico,2021-10-07,Jesús Gallardo,90,LB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Mexico,2021-10-07,Néstor Araujo,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Mexico,2021-10-07,César Montes,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Mexico,2021-10-07,Jorge Eduardo Sánchez,90,RB,1,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Mexico,2021-10-07,Guillermo Ochoa,90,GK,0,0,,0,0,,,,0,0,0,1,,,0,NA,0
Canada,2021-10-07,Jonathan David,85,FW,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-07,Charles-Andréas Brym,5,"FW,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-07,Alphonso Davies,90,AM,0,1,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-07,Tajon Buchanan,90,AM,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-07,Jonathan Osorio,76,AM,1,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-07,Liam Millar,14,"DF,FW",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-07,Mark-Anthony Kaye,75,DM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-07,Liam Fraser,15,MF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-07,Stephen Eustáquio,90,DM,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-07,Richie Laryea,90,LB,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-07,Kamal Miller,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-07,Steven Vitória,90,CB,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-07,Alistair Johnston,75,RB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-07,Sam Adekugbe,15,"DF,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-07,Maxime Crépeau,90,GK,0,0,,0,0,,,,0,0,0,1,,,0,NA,0
Canada,2021-10-10,Sam Adekugbe,88,"DF,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-10-10,Jacob Shaffelburg,2,"FW,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-10-10,Derek Cornelius,90,"DF,FW",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-10-10,Maxime Crépeau,90,GK,0,0,,0,0,,,,0,0,0,0,,,0,NA,0
Canada,2021-10-10,Jonathan David,88,"FW,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-10-10,Charles-Andréas Brym,2,"FW,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-10-10,Alphonso Davies,90,"DF,FW",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-10-10,Doneil Henry,90,DF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-10-10,Alistair Johnston,90,"DF,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-10-10,Mark-Anthony Kaye,68,"FW,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-10-10,Stephen Eustáquio,22,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-10-10,Liam Millar,69,"DF,FW",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-10-10,David Wotherspoon,21,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-10-10,Jonathan Osorio,90,"FW,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-10-10,Samuel Piette,90,MF,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA,NA
Canada,2021-10-13,Alphonso Davies,80,FW,1,1,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-13,Jacob Shaffelburg,10,"FW,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-13,Jonathan David,80,FW,1,1,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-13,Charles-Andréas Brym,10,"FW,MF",0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-13,David Wotherspoon,63,AM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-13,Sam Adekugbe,27,"DF,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-13,Jonathan Osorio,63,AM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-13,Mark-Anthony Kaye,27,"FW,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-13,Richie Laryea,90,DM,0,1,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-13,Stephen Eustáquio,80,DM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-13,Samuel Piette,10,MF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-13,Tajon Buchanan,90,DM,1,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-13,Kamal Miller,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-13,Steven Vitória,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-13,Alistair Johnston,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-10-13,Maxime Crépeau,90,GK,0,0,,0,0,,,,0,0,0,1,,,0,NA,0
Canada,2021-11-12,Alphonso Davies,82,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-11-12,Jonathan Osorio,8,"FW,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-11-12,Liam Millar,64,AM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-11-12,Cyle Larin,26,"FW,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-11-12,Jonathan David,82,AM,1,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-11-12,Ike Ugbo,8,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-11-12,Tajon Buchanan,90,AM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-11-12,Stephen Eustáquio,90,DM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-11-12,Mark-Anthony Kaye,71,DM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-11-12,Atiba Hutchinson,19,"DF,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-11-12,Sam Adekugbe,90,LB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-11-12,Kamal Miller,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-11-12,Steven Vitória,90,CB,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA,NA
Canada,2021-11-12,Richie Laryea,71,RB,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA,NA
Canada,2021-11-12,Alistair Johnston,19,"DF,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2021-11-12,Milan Borjan,90,GK,0,0,,0,0,,,,0,0,0,0,,,0,NA,0
Canada,2021-11-16,Cyle Larin,72,FW,2,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-11-16,Jonathan David,15,"FW,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-11-16,Lucas Cavallini,3,FW,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-11-16,Alphonso Davies,87,FW,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-11-16,Jonathan Osorio,3,"FW,MF",0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-11-16,Tajon Buchanan,90,FW,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-11-16,Sam Adekugbe,90,LM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-11-16,Atiba Hutchinson,90,CM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-11-16,Stephen Eustáquio,90,CM,0,1,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-11-16,Richie Laryea,90,RM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-11-16,Kamal Miller,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-11-16,Doneil Henry,36,CB,0,0,,0,0,,,,1,0,0,1,NA,NA,NA,NA,NA
Canada,2021-11-16,Steven Vitória,54,DF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-11-16,Alistair Johnston,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2021-11-16,Milan Borjan,90,GK,0,0,,0,0,,,,0,0,0,1,,,0,NA,0
Mexico,2021-11-16,Hirving Lozano,45,FW,0,0,,0,0,,,,1,0,0,2,NA,NA,NA,NA,NA
Mexico,2021-11-16,Roberto Alvarado,45,"FW,MF",0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
Mexico,2021-11-16,Raúl Jiménez,90,FW,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
Mexico,2021-11-16,Orbelín Pineda,58,AM,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
Mexico,2021-11-16,Francisco Sebastián Córdova,32,"FW,MF",0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
Mexico,2021-11-16,Jesús Gallardo,90,DM,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
Mexico,2021-11-16,Edson Álvarez,73,DM,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
Mexico,2021-11-16,Andrés Guardado,17,"DF,FW",0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
Mexico,2021-11-16,Héctor Herrera,90,DM,1,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
Mexico,2021-11-16,Jorge Eduardo Sánchez,90,DM,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
Mexico,2021-11-16,Johan Vásquez,90,CB,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
Mexico,2021-11-16,Julio Domínguez,45,CB,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
Mexico,2021-11-16,Jesús Corona,45,"DF,FW",0,1,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
Mexico,2021-11-16,Néstor Araujo,90,CB,0,0,,0,0,,,,1,0,0,2,NA,NA,NA,NA,NA
Mexico,2021-11-16,Guillermo Ochoa,90,GK,0,0,,0,0,,,,0,0,0,2,,,0,NA,0
Canada,2022-01-27,Cyle Larin,90,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-27,Jonathan David,80,FW,1,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-27,Lucas Cavallini,10,FW,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-27,Junior Hoilett,60,LW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-27,Jonathan Osorio,30,"FW,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-27,Tajon Buchanan,90,RW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-27,Samuel Piette,38,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-27,Liam Fraser,52,MF,0,1,,0,0,,,,1,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-27,Atiba Hutchinson,90,CM,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-27,Sam Adekugbe,90,LB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-27,Scott Kennedy,80,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-27,Kamal Miller,10,DF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-27,Steven Vitória,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-27,Alistair Johnston,90,RB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-27,Milan Borjan,90,GK,0,0,,0,0,,,,0,0,0,0,,,0,NA,0
Canada,2022-01-30,Cyle Larin,72,FW,1,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-30,Junior Hoilett,18,"FW,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-30,Jonathan David,82,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-30,Ike Ugbo,8,FW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-30,Tajon Buchanan,90,LW,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-30,Richie Laryea,90,RW,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-30,Mark-Anthony Kaye,57,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-30,Liam Fraser,33,MF,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-30,Jonathan Osorio,90,CM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-30,Sam Adekugbe,90,LB,1,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-30,Kamal Miller,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-30,Steven Vitória,90,CB,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-30,Alistair Johnston,90,RB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-01-30,Milan Borjan,90,GK,0,0,,0,0,,,,0,0,0,0,,,0,NA,0
United States,2022-01-30,Gyasi Zardes,68,FW,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
United States,2022-01-30,Ricardo Pepi,22,FW,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
United States,2022-01-30,Christian Pulisic,90,FW,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
United States,2022-01-30,Brenden Aaronson,68,FW,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
United States,2022-01-30,Jordan Morris,22,"FW,MF",0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
United States,2022-01-30,Weston McKennie,90,CM,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
United States,2022-01-30,Yunus Musah,75,CM,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
United States,2022-01-30,Paul Arriola,15,"DF,FW",0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
United States,2022-01-30,Tyler Adams,68,DM,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
United States,2022-01-30,Kellyn Acosta,22,"DF,MF",0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
United States,2022-01-30,Antonee Robinson,90,LB,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
United States,2022-01-30,Chris Richards,90,CB,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
United States,2022-01-30,Miles Robinson,90,CB,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
United States,2022-01-30,Sergiño Dest,75,RB,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
United States,2022-01-30,Reggie Cannon,15,DF,0,0,,0,0,,,,0,0,0,2,NA,NA,NA,NA,NA
United States,2022-01-30,Matt Turner,90,GK,0,0,,0,0,,,,0,0,0,2,,,0,NA,0
Canada,2022-02-02,Jonathan David,90,FW,1,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-02-02,Liam Millar,57,AM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-02-02,Cyle Larin,33,"FW,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-02-02,Jonathan Osorio,56,AM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-02-02,Tajon Buchanan,34,"DF,FW",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-02-02,Junior Hoilett,57,AM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-02-02,Alistair Johnston,33,"DF,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-02-02,Stephen Eustáquio,79,DM,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-02-02,Mark-Anthony Kaye,11,"FW,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-02-02,Atiba Hutchinson,90,DM,1,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-02-02,Sam Adekugbe,90,LB,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA,NA
Canada,2022-02-02,Scott Kennedy,90,CB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-02-02,Doneil Henry,90,CB,0,0,,0,0,,,,1,0,0,0,NA,NA,NA,NA,NA
Canada,2022-02-02,Richie Laryea,82,RB,0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-02-02,Zachary Brault-Guillard,8,"DF,MF",0,0,,0,0,,,,0,0,0,0,NA,NA,NA,NA,NA
Canada,2022-02-02,Milan Borjan,90,GK,0,0,,0,0,,,,0,0,0,0,,,0,NA,0
Canada,2022-03-24,Cyle Larin,78,FW,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2022-03-24,Ike Ugbo,12,FW,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2022-03-24,Jonathan Osorio,78,AM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2022-03-24,Ismaël Koné,12,MF,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2022-03-24,Jonathan David,90,AM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2022-03-24,Tajon Buchanan,90,AM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2022-03-24,Mark-Anthony Kaye,33,DM,0,0,,0,0,,,,2,1,0,1,NA,NA,NA,NA,NA
Canada,2022-03-24,Stephen Eustáquio,90,DM,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2022-03-24,Richie Laryea,90,LB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2022-03-24,Kamal Miller,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2022-03-24,Atiba Hutchinson,90,CB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
Canada,2022-03-24,Alistair Johnston,68,RB,0,0,,0,0,,,,0,0,0,1,NA,NA,NA,NA,NA
