Country,Date,Player,Mins,Pos,Gls,Ast,PK,PKatt,Shots,SoT,CrdY,CrdR,GA,Saves,Save%,Pk SO scorer,GK PK SO saves
Argentina,2020-11-17,Lucas Ocampos,34,"FW,MF",0,0,0,0,2,0,1,0,NA,NA,NA,NA,NA
Argentina,2020-11-17,Nicolás Tagliafico,90,LB,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2020-11-17,Nicolás Otamendi,90,CB,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA
Argentina,2020-11-17,Lucas Martínez Quarta,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2020-11-17,Gonzalo Montiel,90,RB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2020-11-17,Franco Armani,90,GK,0,0,0,0,0,0,0,0,0,1,100.0,NA,0
Argentina,2021-06-03,Lautaro Martínez,90,FW,0,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-03,Lionel Messi,90,FW,1,0,1,1,5,4,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-03,Ángel Di María,61,LW,0,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-03,Julián Álvarez,29,"FW,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-03,Lucas Ocampos,45,RW,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-03,Joaquín Correa,45,"FW,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-03,Leandro Paredes,80,CM,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-03,Exequiel Palacios,10,"DF,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-03,Rodrigo De Paul,90,CM,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-03,Nicolás Tagliafico,90,LB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-03,Lucas Martínez Quarta,45,CB,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA
Argentina,2021-06-03,Lisandro Martínez,45,"DF,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-03,Cristian Romero,90,CB,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA
Argentina,2021-06-03,Juan Foyth,80,RB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-03,Nahuel Molina,10,"DF,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-03,Emiliano Martínez,90,GK,0,0,0,0,0,0,0,0,1,0,0.0,NA,0
Argentina,2021-06-14,Lautaro Martínez,79,FW,0,0,0,0,3,0,1,0,NA,NA,NA,NA,NA
Argentina,2021-06-14,Sergio Agüero,11,FW,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-14,Nicolás González,79,"LW,LM",0,0,0,0,6,2,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-14,Joaquín Correa,11,LM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-14,Lionel Messi,90,"RW,FW",1,0,0,0,7,3,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-14,Giovani Lo Celso,66,LM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-14,Ángel Di María,24,RM,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-14,Leandro Paredes,67,CM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-14,Exequiel Palacios,23,CM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-14,Rodrigo De Paul,90,"RM,CM",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
